Amount,Classification_Tag,Status,Year,Month,Day,Hour,DayOfWeek
5813.75,Card_Payments,Completed,2024,1,13,12,Saturday
7134.71,Card_Payments,Cancelled,2024,1,10,6,Wednesday
4150.69,Card_Payments,Completed,2024,1,18,5,Thursday
2800.67,Pre_Funding,Pending,2024,1,22,22,Monday
4394.82,Transfers,Completed,2024,1,26,7,Friday
6230.26,Card_Payments,Cancelled,2024,2,5,18,Monday
4246.34,Bill_Payments,Completed,2024,1,25,11,Thursday
2393.89,Bill_Payments,Pending,2024,2,11,4,Sunday
4198.74,Transfers,Pending,2024,1,16,2,Tuesday
5781.05,Transfers,Completed,2024,1,1,11,Monday
9573.48,Bill_Payments,Completed,2024,2,15,14,Thursday
297.44,Withdrawals,Completed,2024,3,1,21,Friday
9792.85,Card_Payments,Completed,2024,1,7,13,Sunday
4170.52,Card_Payments,Refunded,2024,1,20,4,Saturday
2839.1,Pre_Funding,Completed,2024,1,26,20,Friday
9853.63,Pre_Funding,Completed,2024,2,21,18,Wednesday
3124.47,Transfers,Completed,2024,1,10,17,Wednesday
2251.15,Bill_Payments,Completed,2024,2,2,4,Friday
7445.32,Pre_Funding,Pending,2024,2,2,19,Friday
2859.31,Pre_Funding,Cancelled,2024,2,15,16,Thursday
6142.89,Withdrawals,Completed,2024,1,23,16,Tuesday
1829.86,Withdrawals,Completed,2024,1,2,2,Tuesday
937.42,Bill_Payments,Completed,2024,2,27,5,Tuesday
8660.48,Transfers,Completed,2024,2,9,17,Friday
2380.29,Bill_Payments,Completed,2024,1,31,7,Wednesday
6140.23,Card_Payments,Completed,2024,1,27,14,Saturday
2255.98,Bill_Payments,Chargeback,2024,2,7,19,Wednesday
344.06,Card_Payments,Pending,2024,1,23,0,Tuesday
887.02,Card_Payments,Completed,2024,2,19,22,Monday
7066.87,Transfers,Completed,2024,1,31,0,Wednesday
4604.81,Bill_Payments,Completed,2024,2,20,14,Tuesday
6228.53,Pre_Funding,Completed,2024,1,15,20,Monday
9639.72,Card_Payments,Pending,2024,2,28,8,Wednesday
1201.41,Withdrawals,Completed,2024,1,21,8,Sunday
9983.22,Transfers,Pending,2024,2,10,14,Saturday
3918.37,Withdrawals,Completed,2024,2,15,11,Thursday
6072.1,Bill_Payments,Completed,2024,1,11,17,Thursday
3295.25,Transfers,Completed,2024,2,27,21,Tuesday
7240.79,Bill_Payments,Pending,2024,1,24,21,Wednesday
4781.68,Card_Payments,Completed,2024,2,5,17,Monday
6936.7,Pre_Funding,Completed,2024,1,10,18,Wednesday
3382.1,Pre_Funding,Completed,2024,2,26,20,Monday
7445.81,Bill_Payments,Completed,2024,2,19,0,Monday
3913.07,Pre_Funding,Completed,2024,1,31,13,Wednesday
415.5,Card_Payments,Completed,2024,1,14,16,Sunday
8392.63,Transfers,Pending,2024,2,22,21,Thursday
1628.52,Withdrawals,Completed,2024,1,14,9,Sunday
1812.88,Card_Payments,Completed,2024,2,5,13,Monday
371.69,Card_Payments,Completed,2024,2,3,1,Saturday
19.22,Pre_Funding,Completed,2024,1,14,13,Sunday
5345.17,Transfers,Completed,2024,1,4,14,Thursday
8415.61,Transfers,Completed,2024,2,29,23,Thursday
1940.85,Pre_Funding,Completed,2024,1,20,4,Saturday
4213.49,Transfers,Completed,2024,2,10,18,Saturday
2746.62,Card_Payments,Pending,2024,1,17,23,Wednesday
4771.25,Pre_Funding,Completed,2024,1,11,8,Thursday
6158.87,Transfers,Completed,2024,2,9,3,Friday
3054.57,Card_Payments,Completed,2024,1,18,5,Thursday
3038.38,Withdrawals,Completed,2024,2,23,19,Friday
160.07,Card_Payments,Completed,2024,1,16,11,Tuesday
7912.24,Pre_Funding,Completed,2024,1,2,20,Tuesday
8641.41,Bill_Payments,Pending,2024,1,20,7,Saturday
9079.97,Card_Payments,Completed,2024,2,28,13,Wednesday
116.78,Card_Payments,Completed,2024,2,24,21,Saturday
8972.0,Card_Payments,Completed,2024,2,3,16,Saturday
2641.25,Pre_Funding,Completed,2024,2,10,2,Saturday
24.69,Transfers,Completed,2024,2,6,21,Tuesday
6366.8,Bill_Payments,Completed,2024,2,11,9,Sunday
8735.49,Pre_Funding,Completed,2024,2,19,8,Monday
2075.34,Pre_Funding,Completed,2024,1,25,7,Thursday
7304.62,Withdrawals,Completed,2024,1,25,1,Thursday
8315.79,Card_Payments,Completed,2024,1,4,19,Thursday
4998.16,Transfers,Completed,2024,2,20,15,Tuesday
4727.4,Withdrawals,Pending,2024,2,19,15,Monday
3572.73,Bill_Payments,Completed,2024,1,12,0,Friday
124.43,Bill_Payments,Pending,2024,2,21,13,Wednesday
8284.65,Pre_Funding,Completed,2024,2,20,8,Tuesday
5885.8,Card_Payments,Completed,2024,2,27,8,Tuesday
8799.83,Bill_Payments,Completed,2024,1,19,15,Friday
2502.2,Pre_Funding,Completed,2024,1,19,20,Friday
2868.88,Pre_Funding,Pending,2024,1,16,0,Tuesday
5502.69,Withdrawals,Pending,2024,1,12,5,Friday
694.39,Card_Payments,Completed,2024,2,26,11,Monday
8283.02,Card_Payments,Completed,2024,2,7,7,Wednesday
8834.14,Withdrawals,Completed,2024,2,13,8,Tuesday
9839.25,Pre_Funding,Completed,2024,2,5,12,Monday
5650.26,Bill_Payments,Completed,2024,2,17,1,Saturday
4916.45,Card_Payments,Completed,2024,1,14,4,Sunday
7032.8,Pre_Funding,Completed,2024,1,24,4,Wednesday
8273.25,Pre_Funding,Completed,2024,1,28,18,Sunday
5854.38,Withdrawals,Completed,2024,1,16,13,Tuesday
3022.88,Bill_Payments,Completed,2024,2,14,5,Wednesday
4595.68,Card_Payments,Completed,2024,2,2,10,Friday
604.44,Withdrawals,Completed,2024,2,23,22,Friday
7935.32,Transfers,Completed,2024,2,15,1,Thursday
1443.65,Withdrawals,Completed,2024,2,27,14,Tuesday
4643.43,Card_Payments,Pending,2024,2,18,6,Sunday
2557.1,Card_Payments,Completed,2024,1,9,9,Tuesday
5351.77,Bill_Payments,Completed,2024,1,10,3,Wednesday
6753.96,Card_Payments,Pending,2024,1,17,3,Wednesday
8337.11,Card_Payments,Completed,2024,2,1,15,Thursday
8852.58,Withdrawals,Completed,2024,1,17,14,Wednesday
8638.14,Withdrawals,Completed,2024,2,17,20,Saturday
697.66,Card_Payments,Completed,2024,2,26,2,Monday
6801.79,Bill_Payments,Completed,2024,1,5,1,Friday
4521.05,Card_Payments,Completed,2024,1,23,1,Tuesday
1726.65,Pre_Funding,Completed,2024,1,25,1,Thursday
2984.59,Card_Payments,Completed,2024,2,29,20,Thursday
5665.57,Withdrawals,Completed,2024,1,14,2,Sunday
5270.37,Bill_Payments,Refunded,2024,2,20,4,Tuesday
8915.37,Pre_Funding,Pending,2024,2,19,1,Monday
7083.2,Withdrawals,Completed,2024,2,15,0,Thursday
1721.72,Transfers,Completed,2024,1,25,13,Thursday
5644.11,Pre_Funding,Completed,2024,1,13,1,Saturday
6709.19,Withdrawals,Pending,2024,2,5,4,Monday
9236.64,Pre_Funding,Pending,2024,2,4,18,Sunday
1991.61,Card_Payments,Cancelled,2024,2,21,22,Wednesday
5747.82,Transfers,Completed,2024,1,24,7,Wednesday
9606.29,Bill_Payments,Completed,2024,2,24,0,Saturday
657.79,Withdrawals,Completed,2024,2,16,6,Friday
1181.06,Pre_Funding,Chargeback,2024,2,11,14,Sunday
1555.34,Bill_Payments,Cancelled,2024,2,25,13,Sunday
6473.0,Pre_Funding,Refunded,2024,2,8,1,Thursday
4628.62,Bill_Payments,Completed,2024,2,25,15,Sunday
7815.14,Card_Payments,Completed,2024,1,28,11,Sunday
6741.77,Pre_Funding,Completed,2024,1,3,10,Wednesday
8204.03,Bill_Payments,Completed,2024,2,22,12,Thursday
8286.16,Pre_Funding,Completed,2024,2,3,14,Saturday
5264.44,Bill_Payments,Completed,2024,1,8,11,Monday
1378.1,Card_Payments,Completed,2024,2,2,19,Friday
6319.11,Pre_Funding,Completed,2024,1,24,13,Wednesday
8705.48,Withdrawals,Completed,2024,2,15,19,Thursday
5387.37,Pre_Funding,Completed,2024,2,6,6,Tuesday
4644.94,Pre_Funding,Completed,2024,1,28,8,Sunday
7637.52,Transfers,Completed,2024,2,19,1,Monday
5132.24,Transfers,Completed,2024,3,1,1,Friday
3271.72,Pre_Funding,Refunded,2024,2,8,20,Thursday
9074.5,Bill_Payments,Completed,2024,2,8,12,Thursday
3426.5,Pre_Funding,Completed,2024,1,26,2,Friday
8342.85,Card_Payments,Completed,2024,2,9,4,Friday
3962.71,Bill_Payments,Completed,2024,2,23,12,Friday
722.94,Withdrawals,Completed,2024,1,26,7,Friday
652.5,Transfers,Completed,2024,1,2,2,Tuesday
219.38,Withdrawals,Completed,2024,2,27,8,Tuesday
4113.7,Withdrawals,Completed,2024,2,25,2,Sunday
1744.29,Card_Payments,Pending,2024,2,8,1,Thursday
275.53,Card_Payments,Completed,2024,1,18,22,Thursday
2670.64,Card_Payments,Completed,2024,1,1,0,Monday
2893.97,Pre_Funding,Completed,2024,3,1,12,Friday
1550.31,Transfers,Completed,2024,1,14,1,Sunday
7586.87,Pre_Funding,Completed,2024,2,28,11,Wednesday
4682.3,Withdrawals,Cancelled,2024,1,7,12,Sunday
7470.11,Withdrawals,Completed,2024,2,14,20,Wednesday
8517.28,Card_Payments,Pending,2024,1,15,3,Monday
4995.47,Withdrawals,Completed,2024,2,11,15,Sunday
3710.07,Withdrawals,Cancelled,2024,1,14,18,Sunday
1634.2,Withdrawals,Completed,2024,1,9,4,Tuesday
2584.21,Bill_Payments,Completed,2024,1,22,15,Monday
2841.98,Card_Payments,Completed,2024,1,23,5,Tuesday
8681.42,Transfers,Pending,2024,1,1,21,Monday
389.53,Transfers,Completed,2024,2,25,0,Sunday
4529.44,Bill_Payments,Completed,2024,2,8,1,Thursday
9262.15,Pre_Funding,Completed,2024,1,30,20,Tuesday
3044.48,Bill_Payments,Completed,2024,1,11,0,Thursday
6544.95,Withdrawals,Completed,2024,2,15,14,Thursday
1555.49,Withdrawals,Completed,2024,1,31,23,Wednesday
731.63,Transfers,Pending,2024,2,13,21,Tuesday
8014.04,Withdrawals,Completed,2024,1,23,17,Tuesday
1803.28,Bill_Payments,Cancelled,2024,2,15,12,Thursday
1643.74,Card_Payments,Pending,2024,2,29,16,Thursday
590.93,Bill_Payments,Pending,2024,1,11,20,Thursday
1180.38,Pre_Funding,Completed,2024,1,24,16,Wednesday
5967.38,Transfers,Pending,2024,2,10,6,Saturday
7950.62,Card_Payments,Completed,2024,1,25,3,Thursday
3116.98,Pre_Funding,Completed,2024,1,21,21,Sunday
1809.95,Card_Payments,Completed,2024,2,25,4,Sunday
2544.48,Card_Payments,Completed,2024,1,6,20,Saturday
3647.67,Transfers,Completed,2024,1,27,23,Saturday
4106.13,Transfers,Completed,2024,1,31,20,Wednesday
907.79,Bill_Payments,Completed,2024,2,28,6,Wednesday
9663.76,Bill_Payments,Pending,2024,1,16,16,Tuesday
2342.06,Card_Payments,Completed,2024,1,21,17,Sunday
9017.97,Withdrawals,Completed,2024,2,14,8,Wednesday
2880.92,Pre_Funding,Completed,2024,2,6,4,Tuesday
5746.87,Pre_Funding,Completed,2024,2,17,8,Saturday
4055.13,Bill_Payments,Completed,2024,2,22,9,Thursday
4953.23,Transfers,Completed,2024,2,11,6,Sunday
989.15,Withdrawals,Completed,2024,1,31,20,Wednesday
8187.83,Withdrawals,Completed,2024,2,7,21,Wednesday
6574.04,Withdrawals,Completed,2024,2,13,20,Tuesday
6964.77,Pre_Funding,Completed,2024,2,12,15,Monday
7190.01,Pre_Funding,Completed,2024,2,27,0,Tuesday
1825.56,Withdrawals,Pending,2024,2,16,2,Friday
7530.89,Bill_Payments,Completed,2024,2,23,5,Friday
6467.77,Pre_Funding,Completed,2024,2,19,23,Monday
7967.93,Bill_Payments,Refunded,2024,1,4,19,Thursday
1933.51,Withdrawals,Completed,2024,2,14,3,Wednesday
503.79,Bill_Payments,Completed,2024,2,12,14,Monday
1884.3,Pre_Funding,Completed,2024,1,16,12,Tuesday
2878.32,Transfers,Completed,2024,1,27,5,Saturday
5997.35,Withdrawals,Cancelled,2024,2,16,14,Friday
7951.34,Pre_Funding,Completed,2024,2,2,13,Friday
2361.6,Pre_Funding,Completed,2024,2,3,20,Saturday
8267.5,Card_Payments,Completed,2024,2,25,10,Sunday
3485.53,Pre_Funding,Completed,2024,2,26,15,Monday
7519.83,Pre_Funding,Completed,2024,1,11,11,Thursday
6289.89,Withdrawals,Completed,2024,1,9,7,Tuesday
2255.37,Pre_Funding,Completed,2024,2,5,7,Monday
5563.57,Pre_Funding,Completed,2024,1,4,11,Thursday
704.6,Card_Payments,Completed,2024,1,18,17,Thursday
9648.49,Withdrawals,Cancelled,2024,1,21,23,Sunday
1932.43,Pre_Funding,Completed,2024,2,16,20,Friday
8182.07,Withdrawals,Pending,2024,1,24,21,Wednesday
6911.89,Pre_Funding,Completed,2024,2,7,22,Wednesday
9347.94,Pre_Funding,Cancelled,2024,1,12,7,Friday
6254.91,Pre_Funding,Completed,2024,2,3,21,Saturday
4795.32,Card_Payments,Completed,2024,2,7,12,Wednesday
3287.12,Bill_Payments,Completed,2024,1,22,11,Monday
6515.24,Withdrawals,Completed,2024,2,7,15,Wednesday
6167.87,Card_Payments,Chargeback,2024,2,27,10,Tuesday
4872.2,Card_Payments,Completed,2024,1,15,15,Monday
6822.6,Transfers,Cancelled,2024,1,20,7,Saturday
7342.03,Withdrawals,Completed,2024,2,22,23,Thursday
4187.63,Transfers,Completed,2024,2,11,9,Sunday
7787.07,Withdrawals,Completed,2024,2,19,13,Monday
1417.93,Bill_Payments,Completed,2024,1,5,10,Friday
465.14,Withdrawals,Completed,2024,2,26,22,Monday
8888.68,Pre_Funding,Cancelled,2024,2,9,4,Friday
4671.11,Pre_Funding,Cancelled,2024,2,17,23,Saturday
7226.09,Pre_Funding,Completed,2024,1,18,6,Thursday
6072.59,Withdrawals,Completed,2024,2,2,20,Friday
3611.35,Card_Payments,Cancelled,2024,2,23,17,Friday
6395.28,Transfers,Completed,2024,1,20,13,Saturday
2972.25,Pre_Funding,Completed,2024,2,24,15,Saturday
8960.9,Transfers,Completed,2024,1,23,1,Tuesday
1134.29,Withdrawals,Completed,2024,1,19,6,Friday
7310.08,Transfers,Completed,2024,2,26,0,Monday
4912.88,Pre_Funding,Completed,2024,1,26,8,Friday
5609.82,Transfers,Completed,2024,1,31,21,Wednesday
9154.02,Transfers,Completed,2024,1,7,1,Sunday
7362.73,Pre_Funding,Completed,2024,2,16,15,Friday
8430.5,Pre_Funding,Completed,2024,2,15,15,Thursday
9183.22,Card_Payments,Completed,2024,1,27,16,Saturday
7981.57,Transfers,Completed,2024,1,30,4,Tuesday
1123.12,Pre_Funding,Refunded,2024,1,20,13,Saturday
2986.94,Card_Payments,Completed,2024,1,29,2,Monday
9982.61,Card_Payments,Completed,2024,2,4,1,Sunday
2387.21,Bill_Payments,Completed,2024,3,1,12,Friday
3888.97,Transfers,Completed,2024,1,14,21,Sunday
8140.09,Withdrawals,Pending,2024,1,2,13,Tuesday
6281.05,Bill_Payments,Completed,2024,2,22,4,Thursday
2500.35,Bill_Payments,Completed,2024,2,14,7,Wednesday
559.48,Bill_Payments,Completed,2024,2,18,18,Sunday
8259.73,Card_Payments,Completed,2024,1,6,13,Saturday
3457.78,Card_Payments,Completed,2024,1,8,14,Monday
2313.75,Card_Payments,Cancelled,2024,2,1,8,Thursday
5605.59,Transfers,Completed,2024,2,8,9,Thursday
6774.31,Bill_Payments,Pending,2024,1,23,20,Tuesday
7652.23,Card_Payments,Completed,2024,1,18,10,Thursday
830.03,Pre_Funding,Pending,2024,1,31,17,Wednesday
635.49,Bill_Payments,Chargeback,2024,1,23,11,Tuesday
6260.13,Bill_Payments,Cancelled,2024,1,29,15,Monday
4736.14,Bill_Payments,Pending,2024,1,26,2,Friday
9036.89,Transfers,Completed,2024,2,11,12,Sunday
937.97,Card_Payments,Completed,2024,2,10,19,Saturday
5183.16,Transfers,Completed,2024,2,12,14,Monday
2064.06,Withdrawals,Pending,2024,1,25,22,Thursday
2152.28,Transfers,Completed,2024,1,3,20,Wednesday
7023.09,Withdrawals,Completed,2024,1,2,14,Tuesday
8651.27,Bill_Payments,Completed,2024,1,15,9,Monday
23.26,Withdrawals,Completed,2024,2,8,13,Thursday
3723.7,Transfers,Completed,2024,2,18,3,Sunday
2775.97,Pre_Funding,Completed,2024,1,18,18,Thursday
8433.51,Pre_Funding,Completed,2024,1,19,15,Friday
5532.26,Withdrawals,Completed,2024,2,14,15,Wednesday
6904.65,Transfers,Completed,2024,1,5,21,Friday
3697.9,Withdrawals,Pending,2024,1,23,7,Tuesday
2794.1,Bill_Payments,Completed,2024,2,4,17,Sunday
4635.51,Bill_Payments,Cancelled,2024,1,8,19,Monday
490.75,Transfers,Completed,2024,2,19,19,Monday
1531.36,Bill_Payments,Completed,2024,2,25,12,Sunday
6433.33,Transfers,Completed,2024,1,29,1,Monday
4655.66,Pre_Funding,Completed,2024,3,1,19,Friday
3166.64,Bill_Payments,Completed,2024,2,12,2,Monday
2340.85,Pre_Funding,Cancelled,2024,1,3,5,Wednesday
6484.61,Pre_Funding,Completed,2024,2,22,13,Thursday
1894.71,Withdrawals,Completed,2024,2,23,1,Friday
6920.45,Bill_Payments,Completed,2024,1,25,13,Thursday
4261.66,Withdrawals,Completed,2024,1,3,7,Wednesday
8101.46,Withdrawals,Completed,2024,1,19,22,Friday
9545.23,Withdrawals,Pending,2024,2,18,15,Sunday
6660.48,Card_Payments,Completed,2024,2,26,6,Monday
1071.14,Card_Payments,Completed,2024,1,27,8,Saturday
3373.42,Bill_Payments,Cancelled,2024,2,15,2,Thursday
805.41,Pre_Funding,Completed,2024,1,12,2,Friday
7559.81,Card_Payments,Completed,2024,1,20,3,Saturday
7670.76,Transfers,Completed,2024,1,24,11,Wednesday
6868.39,Withdrawals,Completed,2024,1,19,7,Friday
20.46,Withdrawals,Completed,2024,1,30,11,Tuesday
2167.92,Card_Payments,Completed,2024,2,21,3,Wednesday
6804.1,Card_Payments,Cancelled,2024,1,29,16,Monday
9276.79,Card_Payments,Completed,2024,1,2,15,Tuesday
7491.99,Pre_Funding,Completed,2024,2,10,22,Saturday
5419.41,Pre_Funding,Completed,2024,2,13,6,Tuesday
4165.09,Bill_Payments,Completed,2024,1,24,9,Wednesday
690.98,Bill_Payments,Completed,2024,2,18,13,Sunday
4534.84,Bill_Payments,Completed,2024,1,1,15,Monday
1251.53,Bill_Payments,Pending,2024,2,18,10,Sunday
8990.4,Transfers,Completed,2024,2,3,8,Saturday
3814.39,Bill_Payments,Completed,2024,1,16,1,Tuesday
6676.91,Bill_Payments,Completed,2024,2,21,21,Wednesday
1479.03,Bill_Payments,Completed,2024,1,21,8,Sunday
7408.01,Bill_Payments,Chargeback,2024,2,14,5,Wednesday
1487.41,Card_Payments,Completed,2024,1,24,1,Wednesday
7993.43,Card_Payments,Completed,2024,2,9,21,Friday
9166.08,Card_Payments,Completed,2024,1,6,5,Saturday
9533.84,Card_Payments,Completed,2024,2,11,6,Sunday
2861.75,Transfers,Completed,2024,1,21,19,Sunday
6032.92,Bill_Payments,Completed,2024,1,17,13,Wednesday
753.65,Transfers,Completed,2024,2,9,14,Friday
3788.77,Card_Payments,Completed,2024,1,29,5,Monday
9767.3,Bill_Payments,Completed,2024,2,23,21,Friday
7615.22,Withdrawals,Completed,2024,2,8,2,Thursday
9949.42,Bill_Payments,Completed,2024,1,4,16,Thursday
694.47,Bill_Payments,Completed,2024,1,6,7,Saturday
8454.68,Transfers,Completed,2024,2,22,1,Thursday
2518.76,Pre_Funding,Cancelled,2024,1,4,19,Thursday
3854.0,Pre_Funding,Pending,2024,2,29,13,Thursday
2347.83,Pre_Funding,Completed,2024,1,1,2,Monday
9519.47,Withdrawals,Completed,2024,1,27,23,Saturday
747.7,Card_Payments,Completed,2024,1,13,10,Saturday
5066.11,Bill_Payments,Pending,2024,1,27,14,Saturday
6856.27,Bill_Payments,Completed,2024,1,1,8,Monday
7592.07,Pre_Funding,Completed,2024,1,25,13,Thursday
3536.0,Withdrawals,Refunded,2024,1,24,2,Wednesday
8102.56,Card_Payments,Completed,2024,1,1,19,Monday
7629.49,Card_Payments,Completed,2024,1,18,0,Thursday
4137.3,Transfers,Cancelled,2024,2,6,10,Tuesday
1240.37,Bill_Payments,Completed,2024,2,18,19,Sunday
5093.2,Pre_Funding,Completed,2024,2,13,2,Tuesday
234.75,Bill_Payments,Completed,2024,1,11,19,Thursday
5837.02,Bill_Payments,Pending,2024,1,22,2,Monday
2418.82,Card_Payments,Completed,2024,1,23,6,Tuesday
8798.38,Pre_Funding,Completed,2024,1,1,6,Monday
1065.22,Bill_Payments,Completed,2024,2,17,7,Saturday
3182.73,Transfers,Completed,2024,2,6,2,Tuesday
3991.22,Transfers,Completed,2024,1,21,12,Sunday
3261.66,Card_Payments,Pending,2024,1,13,23,Saturday
1479.32,Transfers,Completed,2024,1,10,10,Wednesday
8362.35,Card_Payments,Completed,2024,1,21,15,Sunday
1905.73,Bill_Payments,Completed,2024,1,28,7,Sunday
1843.17,Withdrawals,Pending,2024,2,17,8,Saturday
775.38,Pre_Funding,Completed,2024,1,28,8,Sunday
7060.92,Transfers,Completed,2024,1,15,21,Monday
9813.86,Withdrawals,Cancelled,2024,2,5,5,Monday
4460.41,Bill_Payments,Completed,2024,2,11,1,Sunday
8716.26,Withdrawals,Completed,2024,2,20,22,Tuesday
9908.7,Bill_Payments,Pending,2024,2,1,5,Thursday
506.02,Pre_Funding,Completed,2024,2,26,17,Monday
6418.8,Bill_Payments,Completed,2024,1,8,20,Monday
7458.36,Card_Payments,Completed,2024,2,27,8,Tuesday
1298.48,Pre_Funding,Cancelled,2024,1,19,4,Friday
2548.68,Pre_Funding,Completed,2024,2,17,9,Saturday
9336.37,Pre_Funding,Refunded,2024,1,16,2,Tuesday
637.38,Transfers,Completed,2024,2,8,2,Thursday
1533.09,Transfers,Completed,2024,1,5,22,Friday
467.51,Withdrawals,Completed,2024,1,10,7,Wednesday
2864.03,Withdrawals,Cancelled,2024,2,26,19,Monday
3635.61,Card_Payments,Completed,2024,1,4,6,Thursday
6104.44,Transfers,Completed,2024,2,2,19,Friday
8243.87,Pre_Funding,Completed,2024,1,9,4,Tuesday
2493.77,Card_Payments,Completed,2024,2,16,6,Friday
4379.78,Pre_Funding,Completed,2024,1,5,3,Friday
404.54,Card_Payments,Refunded,2024,2,13,13,Tuesday
7333.5,Pre_Funding,Completed,2024,2,6,15,Tuesday
4348.88,Bill_Payments,Pending,2024,1,12,7,Friday
9307.1,Bill_Payments,Completed,2024,1,10,11,Wednesday
1347.13,Bill_Payments,Completed,2024,1,29,3,Monday
1986.75,Bill_Payments,Completed,2024,2,19,8,Monday
2320.48,Withdrawals,Completed,2024,2,24,22,Saturday
2007.28,Withdrawals,Pending,2024,1,10,1,Wednesday
3096.5,Card_Payments,Completed,2024,2,19,13,Monday
2597.15,Bill_Payments,Pending,2024,1,19,22,Friday
1339.0,Bill_Payments,Completed,2024,2,9,6,Friday
1624.79,Withdrawals,Pending,2024,2,19,6,Monday
1102.19,Withdrawals,Completed,2024,2,7,3,Wednesday
6760.53,Withdrawals,Completed,2024,3,1,13,Friday
4351.15,Withdrawals,Completed,2024,2,18,13,Sunday
2091.11,Bill_Payments,Completed,2024,2,22,13,Thursday
5562.21,Transfers,Completed,2024,1,1,17,Monday
4223.78,Withdrawals,Completed,2024,2,26,3,Monday
6957.66,Withdrawals,Cancelled,2024,2,16,19,Friday
9722.58,Card_Payments,Completed,2024,2,16,9,Friday
8646.9,Transfers,Completed,2024,1,12,1,Friday
7874.08,Withdrawals,Completed,2024,2,10,14,Saturday
6322.61,Withdrawals,Completed,2024,1,16,10,Tuesday
5121.5,Pre_Funding,Cancelled,2024,1,14,16,Sunday
3454.47,Pre_Funding,Completed,2024,2,5,13,Monday
1652.81,Bill_Payments,Completed,2024,2,17,7,Saturday
6869.1,Transfers,Completed,2024,1,8,17,Monday
1433.19,Bill_Payments,Completed,2024,1,26,12,Friday
8910.9,Card_Payments,Refunded,2024,1,5,1,Friday
4970.23,Pre_Funding,Completed,2024,2,23,2,Friday
9479.43,Card_Payments,Completed,2024,2,7,20,Wednesday
759.14,Pre_Funding,Completed,2024,2,1,2,Thursday
4322.34,Card_Payments,Completed,2024,1,29,16,Monday
2943.0,Card_Payments,Completed,2024,1,16,3,Tuesday
6441.18,Pre_Funding,Completed,2024,2,4,1,Sunday
6468.59,Card_Payments,Completed,2024,2,14,20,Wednesday
3630.95,Transfers,Completed,2024,1,13,2,Saturday
6366.11,Pre_Funding,Completed,2024,2,13,10,Tuesday
4628.99,Card_Payments,Completed,2024,2,17,20,Saturday
311.96,Pre_Funding,Completed,2024,2,3,21,Saturday
225.7,Pre_Funding,Completed,2024,1,15,23,Monday
8254.32,Withdrawals,Refunded,2024,2,1,18,Thursday
7532.78,Transfers,Completed,2024,2,15,15,Thursday
4850.31,Bill_Payments,Pending,2024,2,25,9,Sunday
4792.21,Bill_Payments,Completed,2024,2,4,5,Sunday
5731.46,Withdrawals,Completed,2024,2,4,4,Sunday
6447.33,Transfers,Completed,2024,1,26,12,Friday
2936.31,Bill_Payments,Completed,2024,2,8,20,Thursday
6386.99,Card_Payments,Completed,2024,2,29,19,Thursday
1892.24,Card_Payments,Completed,2024,1,17,16,Wednesday
3924.94,Withdrawals,Completed,2024,1,2,13,Tuesday
3314.79,Bill_Payments,Completed,2024,2,8,2,Thursday
2058.35,Withdrawals,Completed,2024,1,14,0,Sunday
990.29,Withdrawals,Completed,2024,2,25,9,Sunday
172.21,Bill_Payments,Completed,2024,1,20,17,Saturday
1214.92,Bill_Payments,Pending,2024,2,14,3,Wednesday
489.36,Pre_Funding,Completed,2024,1,23,3,Tuesday
3839.9,Pre_Funding,Completed,2024,1,5,15,Friday
3252.97,Bill_Payments,Cancelled,2024,1,14,17,Sunday
5306.69,Pre_Funding,Completed,2024,2,22,12,Thursday
9019.78,Card_Payments,Completed,2024,1,10,2,Wednesday
2672.51,Bill_Payments,Cancelled,2024,1,25,5,Thursday
9451.5,Withdrawals,Cancelled,2024,2,10,7,Saturday
2260.93,Withdrawals,Completed,2024,1,9,5,Tuesday
6957.46,Withdrawals,Completed,2024,2,29,9,Thursday
210.88,Withdrawals,Completed,2024,1,19,3,Friday
2105.84,Withdrawals,Completed,2024,1,17,21,Wednesday
4067.66,Withdrawals,Completed,2024,2,1,20,Thursday
3669.09,Withdrawals,Completed,2024,1,3,6,Wednesday
9832.37,Bill_Payments,Completed,2024,2,1,18,Thursday
3934.0,Withdrawals,Completed,2024,2,10,12,Saturday
553.11,Pre_Funding,Completed,2024,2,23,18,Friday
9889.78,Bill_Payments,Completed,2024,2,17,6,Saturday
6896.4,Bill_Payments,Pending,2024,1,23,5,Tuesday
8448.59,Bill_Payments,Completed,2024,2,13,11,Tuesday
6256.64,Withdrawals,Completed,2024,2,3,22,Saturday
3920.0,Pre_Funding,Completed,2024,1,27,13,Saturday
4300.54,Transfers,Cancelled,2024,2,14,9,Wednesday
202.59,Pre_Funding,Completed,2024,1,27,20,Saturday
6913.49,Pre_Funding,Chargeback,2024,1,5,21,Friday
4832.74,Withdrawals,Completed,2024,2,27,0,Tuesday
275.82,Withdrawals,Completed,2024,1,22,20,Monday
3471.11,Pre_Funding,Refunded,2024,1,29,11,Monday
3601.06,Pre_Funding,Completed,2024,1,7,11,Sunday
126.83,Pre_Funding,Completed,2024,1,30,13,Tuesday
4803.4,Bill_Payments,Completed,2024,2,21,23,Wednesday
8472.46,Card_Payments,Completed,2024,1,20,17,Saturday
4088.71,Withdrawals,Pending,2024,1,1,15,Monday
3736.2,Card_Payments,Completed,2024,2,29,5,Thursday
